Fish ID,Magement Region,mgmt_lat,Sampling Port,State,Season,Sample Month,Full Sample Date ,Depth m,Lat,Long,Relief,Weight g,FL cm,TL cm,SL cm,Height cm,Sex,Maturity,Fulton's K,GSI (g),HSI (g),Gut Weight (g),Gut Content Weight (g),Weight,d15N,d13C,%N,%C,C:N
HLS_0120,Columbia,43,Westport,Washington,Summer,June,6/12/17,51.2064,46.86619,-124.3466,2,220,24.4,25.3,20.2,6.8,M,IMM,1.358504612,1.045454545,2.5,4,0.9,0.5,15.5,-16.6,13,40.8,3.1
HLS_0121,Columbia,43,Westport,Washington,Summer,June,6/12/17,51.2064,46.86619,-124.3466,2,680,33.3,34.8,28.5,10.2,M,IMM,1.613508215,0.558823529,1.926470588,9.3,1.8,0.647,15.9,-16.4,14,45.5,3.3
HLS_0124,Columbia,43,Westport,Washington,Summer,June,6/12/17,51.2064,46.86879,-124.34682,2,920,37.6,39.3,32,12,M,IMM,1.51568927,0.27173913,1.47826087,19.7,11,0.533,14.7,-16.9,13,46.8,3.6
HLS_0125,Columbia,43,Westport,Washington,Summer,June,6/12/17,51.2064,46.867,-124.34665,2,760,33.4,35,28.5,11.1,F,IMM,1.772594752,0.381578947,1.684210526,35.5,25.4,0.55,15.9,-16.4,14.3,45.7,3.2
HLS_0126,Columbia,43,Westport,Washington,Summer,June,6/12/17,52.4256,46.86223,-124.34703,3,1120,37.6,40.1,32.4,12.1,F,IMM,1.736940353,0.321428571,1.142857143,12.4,2.4,0.639,15.8,-16.4,14.3,45.3,3.2
HLS_0130,Columbia,43,Westport,Washington,Summer,June,6/12/17,51.2064,46.86619,-124.3466,2,380,27.3,28.6,23.3,8,F,IMM,1.624372009,0.631578947,1.605263158,9.1,4.8,0.532,15.3,-16.7,14,44.8,3.2
HLS_0131,Columbia,43,Westport,Washington,Summer,June,6/12/17,51.2064,46.867,-124.34665,2,740,32.5,34.2,27.8,11,F,IMM,1.849921933,0.445945946,1.405405405,39.1,28.6,0.556,15.3,-16.4,13.9,45,3.2
HLS_0134,Columbia,43,Westport,Washington,Summer,June,6/12/17,112.776,46.746,-124.55366,2,2440,50.5,52.9,43.2,15.8,M,MAT,1.648248959,1.032786885,1.758196721,48.8,-,0.611,16.4,-16.4,14.1,45.9,3.3
HLS_0137,Columbia,43,Westport,Washington,Summer,June,6/12/17,112.776,46.746,-124.55366,2,2130,47.4,51,41.2,15.5,M,MAT,1.605717258,1.20657277,1.774647887,113,89.3,0.581,16.2,-16.6,14,46.2,3.3
HLS_0138,Columbia,43,Westport,Washington,Summer,June,6/12/17,112.776,46.746,-124.55366,2,2750,53.2,56.7,45.4,17.8,F,MAT,1.508632701,0.683636364,1.345454545,44.9,14.1,0.534,16.1,-16.8,14.1,45.8,3.2
HLS_0142,Columbia,43,Westport,Washington,Summer,June,6/12/17,112.776,46.746,-124.55366,2,1870,43.3,51.4,41.4,15.5,M,MAT,1.377058054,0.695187166,1.572192513,21.9,4.7,0.545,16,-16.7,14.1,45.1,3.2
HLS_0145,Columbia,43,Westport,Washington,Summer,June,6/12/17,51.2064,46.86318,-124.34252,2,970,37.6,39.5,32.1,11,M,IMM,1.573912003,0.268041237,1.494845361,18.6,8.4,0.559,16.1,-16.2,14,45.1,3.2
HLS_0146,Columbia,43,Westport,Washington,Summer,June,6/12/17,52.4256,46.86189,-124.34731,3,150,21.2,21.9,18.4,6.1,F,IMM,1.428100971,1,2.133333333,2.4,0.3,0.527,15.5,-16.1,14.2,45.4,3.2
HLS_0147,Columbia,43,Westport,Washington,Summer,June,6/12/17,49.9872,47.14416667,-124.52,3,280,27,27.9,23.5,8.6,F,IMM,1.289274585,0.571428571,1.571428571,4.2,1.6,0.547,15.7,-16.3,14.4,46.4,3.2
HLS_0148,Columbia,43,Westport,Washington,Summer,June,6/12/17,50.9016,46.86319,-124.3472,3,710,34.8,36.9,31.5,9.8,M,IMM,1.413120674,0.225352113,1.690140845,7.3,0.7,0.509,16.2,-16.4,13.1,41.6,3.2
HLS_0149,Columbia,43,Westport,Washington,Summer,June,6/12/17,50.9016,46.86319,-124.3472,3,390,23.6,30.8,25.3,8.8,M,IMM,1.334788504,0.41025641,1.41025641,5.6,0.9,0.502,14.4,-16.8,14.1,44.8,3.2
HLS_0150,Columbia,43,Westport,Washington,Summer,June,6/12/17,49.9872,47.14416667,-124.52,3,1030,39,41.2,33.5,12,F,IMM,1.472806108,0.339805825,1.252427184,25.9,15.1,0.52,16.1,-16.4,14.3,46,3.2
HLS_0151,Columbia,43,Westport,Washington,Summer,June,6/12/17,50.9016,46.86319,-124.3472,3,870,36.9,38.1,30,11.6,M,IMM,1.573056514,0.172413793,1.298850575,8.7,-,0.506,16.4,-16.6,13.5,45.7,3.4
HLS_0153,Columbia,43,Westport,Washington,Summer,June,6/12/17,49.9872,47.14416667,-124.52,3,130,20.5,21.2,17.4,5.9,F,IMM,1.364381335,1,1.846153846,1.3,0.4,0.575,15.1,-16.4,14.1,45.4,3.2
HLS_0156,Columbia,43,Westport,Washington,Summer,June,6/12/17,51.2064,46.86414,-124.3404,3,600,32.2,34,29.8,10.7,M,IMM,1.526562182,0.366666667,1.566666667,9,3.1,0.52,16.4,-16.6,14.1,45.8,3.2
HLS_0165,Columbia,43,Westport,Washington,Summer,June,6/12/17,51.2064,46.86414,-124.3404,3,350,25.8,27.9,20.8,8.3,M,IMM,1.611593231,0.514285714,1.4,5.4,0.8,0.566,16,-16.4,13.9,45.5,3.3
HLS_0166,Columbia,43,Westport,Washington,Summer,June,6/12/17,51.2064,46.86414,-124.3404,3,1110,38.2,41.3,33.2,12,F,IMM,1.57569742,0.333333333,2.306306306,10,0.4,0.624,16,-16.1,14.1,45.9,3.3
HLS_0167,Columbia,43,Westport,Washington,Summer,June,6/12/17,51.2064,46.86879,-124.34682,2,320,26.6,27.9,22.4,7.8,M,IMM,1.473456668,0.46875,1.53125,4.8,0.4,0.571,15.6,-16.7,13.9,45.5,3.3
HLS_0171,Columbia,43,Westport,Washington,Summer,June,6/12/17,48.768,46.86683,-124.34517,2,410,29.3,31,25.5,9.2,M,IMM,1.376254574,0.365853659,1.634146341,6.6,1.3,0.581,15.5,-16.5,14,45,3.2
HLS_0172,Columbia,43,Westport,Washington,Summer,June,6/12/17,49.9872,47.14416667,-124.52,3,400,26.6,27.8,22.3,8.1,F,IMM,1.861768181,0.45,1.025,4,0.5,0.503,16,-16.4,13.9,44.1,3.2
HLS_0175,Columbia,43,Westport,Washington,Summer,June,6/12/17,50.9016,46.86319,-124.3472,3,500,29.9,31.2,35.3,9.4,F,IMM,1.646289553,0.42,1.38,5.7,0.9,0.562,15.7,-16.4,14.1,45,3.2
HLS_0176,Columbia,43,Westport,Washington,Summer,June,6/12/17,50.9016,46.86319,-124.3472,3,530,30.5,31.6,26,9,F,IMM,1.679633863,0.452830189,1.226415094,5.6,1.4,0.68,14.8,-16.5,14.1,45.7,3.2
HLS_0177,Columbia,43,Westport,Washington,Summer,June,6/12/17,50.9016,46.86319,-124.3472,3,640,33.9,35.7,29.2,10,M,IMM,1.406615263,0.3125,1.640625,21,12.8,0.536,16.2,-16.7,14.1,45.8,3.2
HLS_0179,Columbia,43,Westport,Washington,Summer,June,6/12/17,50.9016,46.86319,-124.3472,3,460,30,39.8,27,8.3,M,IMM,0.729639968,0.304347826,1.586956522,6.3,1.6,0.587,15.9,-15.9,13.8,45.2,3.3
HLS_0183,Columbia,43,Westport,Washington,Summer,June,6/12/17,111.252,46.74437,-124.54875,2,2300,51.4,53.2,42.9,14.7,M,MAT,1.527541223,0.747826087,1.969565217,36.9,11,0.514,15.9,-16.6,13.9,44.3,3.2
HLS_0184,Columbia,43,Westport,Washington,Summer,June,6/12/17,111.252,46.74437,-124.54875,2,2810,51.4,54.5,45,15.9,F,MAT,1.735868463,0.854092527,2.533807829,253.4,223.1,0.663,16.1,-16.9,13,46.8,3.6
HLS_0184,Columbia,43,Westport,Washington,Summer,June,6/12/17,111.252,46.74437,-124.54875,2,2810,51.4,54.5,45,15.9,F,MAT,1.735868463,0.854092527,2.533807829,253.4,223.1,0.663,16.1,-16.9,13,46.8,3.6
HLS_0196,Columbia,43,Westport,Washington,Summer,June,6/12/17,51.2064,46.86619,-124.3466,2,1130,37.7,40.3,32.6,11.6,F,IMM,1.72648697,0.283185841,1.088495575,66.2,50.4,0.649,16,-16.4,14.2,46,3.2
HLS_0215,Columbia,43,Westport,Washington,Summer,June,6/12/17,111.252,46.74437,-124.54875,2,2850,53.8,57.5,46.4,16.3,F,MAT,1.49913701,0.803508772,1.870175439,124.3,88.7,0.684,16.4,-16.8,13.6,45.6,3.4
HLS_0217,Columbia,43,Westport,Washington,Summer,June,6/12/17,112.776,46.74575,-124.5535,2,2620,52.9,56,45.7,16.6,M,MAT,1.491891399,1.65648855,1.969465649,41.4,15.5,0.666,16.5,-16.4,13.4,44.6,3.3
HLS_0227,Columbia,43,Westport,Washington,Summer,June,6/14/17,128.016,47.074,-124.78407,1,1270,40.7,42.3,35,13.6,F,IMM,1.677963922,0.283464567,1.031496063,19.3,7.3,0.577,15.4,-16.9,13.8,44.7,3.2
HLS_0230,Columbia,43,Westport,Washington,Summer,June,6/14/17,128.016,47.0741,-124.78374,1,2860,56,59.1,47.6,16.3,F,MAT,1.385490622,0.769230769,1.377622378,63.4,43.7,0.52,16.4,-16.9,14.2,45.7,3.2
HLS_0233,Columbia,43,Westport,Washington,Summer,June,6/14/17,124.3584,47.07337,-124.78514,1,2260,41.1,43.2,35.3,12.2,M,IMM,2.803220101,0.110619469,0.703539823,17.3,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HLS_0240,Columbia,43,Westport,Washington,Summer,June,6/14/17,128.016,47.07442,-124.7831,1,2090,48.8,52.9,43.5,15.1,F,MAT,1.411819805,0.406698565,0.928229665,18.8,1.1,0.507,16.5,-16.6,14,45.1,3.2
HLS_0250,Columbia,43,Westport,Washington,Summer,June,6/14/17,150.876,46.88531,-124.77661,1,2060,48.6,51,41.8,14,M,MAT,1.552947207,0.912621359,1.742718447,22.1,5.9,0.564,16.2,-16.9,14.2,46.3,3.3
HLS_0271,Columbia,43,Westport,Washington,Summer,June,6/14/17,152.4,46.88555,-124.77678,2,2340,48.6,52.4,42.3,14.9,M,MAT,1.626379893,1.568376068,2.179487179,21.9,4.8,0.682,16.6,-16.8,13.9,45.7,3.3
HLS_0287,Columbia,43,Garibaldi,Oregon,Summer,June,6/20/17,58.5216,45.59545,-124.02492,3,453,30.5,32.4,26.3,8.9,M,IMM,1.331874093,0.066225166,1.037527594,5,0.4,0.575,15.6,-16.5,13.8,44.4,3.2
HLS_0310,Columbia,43,Garibaldi,Oregon,Summer,June,6/20/17,58.5216,45.59642,-124.02618,3,960,35.6,40.6,33.4,11.7,M,IMM,1.434475491,0.03125,1.34375,11.4,1.6,0.566,15.9,-16.6,14.4,44.5,3.1
HLS_0314,Columbia,43,Garibaldi,Oregon,Summer,June,6/20/17,58.5216,45.60573,-124.02716,3,310,26.5,27.9,22.6,8.5,F,IMM,1.427411147,0.064516129,0.903225806,4.3,0.5,0.597,15.4,-16.4,14.6,45.1,3.1
HLS_0324,Columbia,43,Garibaldi,Oregon,Summer,June,6/19/17,117.0432,45.71607,-124.35308,3,2010,50.8,52,42.4,15.1,F,MAT,1.429506145,0.621890547,3.054726368,23,3.5,0.512,16,-17.2,14,46.4,3.3
HLS_0374,Columbia,43,Garibaldi,Oregon,Summer,June,6/19/17,117.0432,45.71634,-124.35397,3,1430,43.4,45.6,37.4,13.6,M,MAT,1.508139482,1.06993007,3.244755245,5.6,-,0.643,15.3,-17,13.7,45.4,3.3
HLS_0380,Columbia,43,Coos Bay,Oregon,Summer,June,6/29/17,118.872,43.23475,-124.61557,1,1410,44.5,46.8,38,13.9,M,MAT,1.375566382,1.070921986,0.921985816,68.3,54.3,0.552,15.8,-17.6,14,45.3,3.2
HLS_0383,Columbia,43,Coos Bay,Oregon,Summer,June,6/29/17,62.1792,43.24192,-124.49965,3,817,36.4,38.6,31.2,11,F,MAT,1.420561834,0.208078335,0.734394125,12.5,0,0.672,16.1,-17.3,14.9,46.2,3.1
HLS_0386,Columbia,43,Coos Bay,Oregon,Summer,June,6/29/17,63.7032,43.24021,-124.50047,2,822,36.9,38.3,31.7,10.8,M,IMM,1.463105004,0.0486618,0.754257908,12.6,2.6,0.651,15.6,-17.5,14.2,44.4,3.1
HLS_0388,Columbia,43,Coos Bay,Oregon,Summer,June,6/29/17,65.532,43.24617,-124.50232,3,742,36.7,38.1,31.9,10,M,IMM,1.341618315,0.040431267,0.76819407,10.4,0.3,0.628,16,-17.1,14.4,44.8,3.1
HLS_0392,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,46.6344,43.2006,-124.45354,1,671,35.1,36.8,30.6,10.3,F,IMM,1.346415381,0.223546945,1.281669151,8.3,0.3,0.506,15.8,-16.8,14.1,44.7,3.2
HLS_0393,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,46.0248,43.19881,-124.45427,1,678,34.5,36.2,31.7,11.3,M,IMM,1.429236117,0.014749263,1.563421829,24,14.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HLS_0394,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,46.9392,43.19926,-124.45431,1,646,33.6,36.1,29,10.2,M,IMM,1.37312765,0.015479876,0.975232198,8.7,0.3,0.596,16.2,-16.5,14.4,45.6,3.2
HLS_0395,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,45.1104,43.19886,-124.45427,1,635,34.6,36.7,30.2,10.4,M,IMM,1.284622524,0,1.637795276,8.4,1.1,0.587,15.8,-16.7,14.4,44.9,3.1
HLS_0400,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,46.9392,43.19926,-124.45431,1,527,32.6,34,39.1,9.7,F,IMM,1.34083045,0.113851992,1.252371917,5.5,0.4,0.584,15.9,-16.6,14.5,46.3,3.2
HLS_0401,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,46.0248,43.19892,-124.45434,1,161,22.5,23.5,20,6.8,M,IMM,1.240572898,0,1.055900621,1.6,0.3,0.552,15,-16.7,14.3,45.5,3.2
HLS_0402,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,46.9392,43.19761,-124.45394,1,770,35.2,36.6,30.4,10.5,M,IMM,1.570534457,0.038961039,1.428571429,11.8,2.8,0.505,16,-17,14.3,44.8,3.1
HLS_0404,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,30.7848,43.23116,-124.42898,3,689,34.7,37,31.6,11.5,F,IMM,1.360235327,0.029027576,1.015965167,6.4,0.2,0.559,16,-16.7,14.1,44.6,3.2
HLS_0409,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,36.2712,43.23156,-124.42735,1,2430,52.5,55.7,44.1,14.7,F,MAT,1.40617926,0.185185185,1.497942387,28.2,0,0.621,16.2,-16.6,13.8,44.8,3.2
HLS_0411,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,45.4152,43.20043,-124.45345,1,2060,54.9,57.9,47.8,16.5,M,MAT,1.061283786,0.029126214,0.514563107,12.6,-,0.577,15.9,-17.1,14,45.1,3.2
HLS_0413,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,46.6344,43.2006,-124.45354,1,1170,43.4,46.3,37.3,13,F,MAT,1.178807496,0.273504274,1.709401709,15.7,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HLS_0415,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,46.0248,43.19892,-124.45434,1,910,37.8,41,33.9,12.4,F,IMM,1.320352287,0.186813187,1.274725275,10.7,0.8,0.687,16.2,-16.9,14.4,45.9,3.2
HLS_0428,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,36.2712,43.23155,-124.42786,1,564,32.8,35,29,10.7,F,IMM,1.315451895,0.159574468,1.843971631,6.1,0.2,0.67,15.6,-16.8,14.4,46.7,3.2
HLS_0430,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,30.1752,43.23213,-124.42828,1,648,32.1,34,28.5,10.7,F,IMM,1.648687157,0.046296296,1.172839506,17.5,10.2,0.632,14.1,-16.7,14.4,45.4,3.2
HLS_0431,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,33.528,43.27924,-124.42496,3,557,33.2,34.9,28.4,9.2,F,IMM,1.31032466,0.143626571,1.292639138,12.8,5.7,0.654,15.8,-16.7,13.9,44.9,3.2
HLS_0432,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,30.1752,43.23213,-124.42828,1,727,35.2,36.7,29.6,10.4,M,IMM,1.470741063,0.027510316,1.348005502,7.7,0.5,0.568,15.6,-17.2,13.2,45.6,3.5
HLS_0437,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,34.7472,43.26149,-124.42714,3,495,32.4,33.5,27.5,9.6,F,IMM,1.316651317,0.141414141,0.848484848,5.4,1.7,0.632,15.4,-16.7,14.5,46.1,3.2
HLS_0438,Columbia,43,Coos Bay,Oregon,Summer,June,6/30/17,34.7472,43.26136,-124.42705,3,697,34.9,36.2,30.5,10.4,F,IMM,1.469288456,0.157819225,1.334289813,8.6,1.8,0.602,15.5,-16.8,14.2,46.6,3.3
HLS_1028,Columbia,43,Westport,Washington,Summer,June,6/4/18,144.78,46.64345,-124.58952,1,2340,49.9,53.1,42.1,15.6,M,MAT,1.562903969,1.829059829,1.645299145,20.4,0.7,0.52,14.9,-17.5,13.6,46.3,3.4
HLS_1044,Columbia,43,Westport,Washington,Summer,June,6/4/18,144.78,46.64345,-124.58952,1,2540,51.9,55.3,43.9,15.5,F,MAT,1.501959848,0.811023622,2.893700787,28.6,1.4,0.653,15.6,-17.1,13.6,45.7,3.4
HLS_1053,Columbia,43,Westport,Washington,Summer,June,6/4/18,60.96,46.62511,-124.31419,1,590,32.4,34.2,27.5,10.1,F,IMM,1.474937758,0.101694915,2.474576271,6.2,1.3,0.535,15.5,-17.3,13.7,46.2,3.4
HLS_1066,Columbia,43,Westport,Washington,Summer,June,6/4/18,144.78,46.64551,-124.58953,1,1850,48.5,52,41.4,14.7,M,MAT,1.315714611,0.032432432,2.437837838,15.6,0,0.531,16.4,-16.7,13.8,45.5,3.3
HLS_1068,Columbia,43,Westport,Washington,Summer,June,6/4/18,60.0456,46.62481,-124.31366,1,650,32.5,34.3,27.3,10.1,F,IMM,1.610760594,0.123076923,1.615384615,13.1,6.7,0.592,15.5,-17,14.2,46.1,3.2
